PC1,cluster
-0.7773750435788853,0
-0.552032339325813,3
-0.6636793673095922,3
0.0346316835069855,2
-0.7693648137087502,0
-0.5511131743604883,3
-0.6583492117952183,3
-0.0252755739998722,2
-0.4958191342686665,3
-0.3807970660634813,5
-1.009821714855513,0
-0.8867159771845573,0
-0.4043316789872925,5
-0.2046160723705255,5
-0.5876689900249102,3
0.1388505949474898,2
-0.5785295387220278,3
0.121155179140605,2
-0.7800758099375467,0
-0.5793592495216822,3
-0.6590367161319044,3
-0.0153750099306133,2
-0.500424452181328,3
-0.3894203088252014,5
-1.0092167555975182,0
-0.8795472942582296,0
-0.4098864227106014,5
-0.1960770196236869,5
-0.4490017361574848,3
-0.211454660070365,5
-0.5899177825925728,3
0.1131848705127638,2
-1.004660651849204,0
-0.8883468222765214,0
-0.7661588519490548,0
-0.552131144010702,3
-0.6652146251208194,3
-0.0195989757663002,2
-0.4920239397170786,3
-0.3768143371348815,5
-1.0101099887641145,0
-0.8800144661457158,0
-0.3894019640941744,5
-0.1965867745371763,5
-0.576533006301636,3
0.1270289011651083,2
-0.7820844763671813,0
-0.5608786587648532,3
-0.6622621756596766,3
-0.0138662432519959,2
-0.5029971198392947,3
-0.3808549718479564,5
-0.7821261118959485,0
-0.575473899953385,3
-0.6650328123313117,3
-0.0117433021578479,2
-0.5041451004596188,3
-0.3800510134298412,5
-1.0085709460142838,0
-0.887115633088704,0
-0.402765360744053,5
-0.1903945265446671,5
-0.5881700008687383,3
0.1208390673476303,2
-0.9546494908111324,0
-0.8718557519036656,0
0.2149685858691974,2
-0.0829182906187023,5
-0.1488677659578522,5
0.242014037742835,2
-0.5596921302830054,3
-0.5452526892094097,3
-0.3157421845042615,5
0.1014169716758217,2
0.0757843749945527,2
-0.316432399345321,5
-0.1105164141830445,5
0.3451652704405313,2
-0.5611008310627554,3
-0.5380655477571905,3
-0.3183652071888512,5
0.1650327299756031,2
0.0762298778732378,2
-0.2594337041952484,5
-0.9623553840954332,0
-0.8760552197374616,0
0.2817520086490348,2
-0.0385394978659419,2
-0.5956976854509319,3
-0.5253195988975423,3
-0.3661952876927492,5
0.117907581912573,2
-0.0132185404640713,2
-0.3394582341004434,5
-0.96411218066071,0
-0.8928586951828013,0
0.2404949430000944,2
-0.1352747042958446,5
-0.1799277233953671,5
0.2022219403481466,2
-0.9647204328062297,0
-0.8931575466162469,0
-0.5327444105386719,3
-0.5657898367798531,3
-0.3612431930584466,5
0.0222034335216947,2
-0.0092689088191748,2
-0.3850753549189553,5
0.1450858128276305,2
-0.1999937496060036,5
-0.184996798884941,5
0.1704506739992463,2
-0.017640955807345,2
-0.3845035308893231,5
-0.965033993332878,0
-0.8973866128799468,0
0.187042718794189,2
-0.2061462844845124,5
-0.1919853505298611,5
0.1068668781874413,2
-0.5794518872969527,3
-0.6138707397987757,3
-0.3560365895541985,5
-0.0325489966149997,2
-0.5850647806973909,3
-0.6112157091069891,3
-0.3693698951603266,5
-0.0386928516204414,2
-0.0369179946627351,2
-0.4243125800186342,3
-0.959092705703298,0
-0.9066311729524684,0
0.175661621257437,2
-0.2562991621551004,5
-0.196574508628841,5
0.0784622147102421,2
-0.1937496695538344,5
0.0584220270660652,2
-0.5872000219991635,3
-0.6135603871635635,3
-0.3529614207784707,5
-0.0710049838215676,5
-0.0314901391481112,2
-0.4227237675746181,3
-0.9558071403843144,0
-0.903694200658172,0
0.183828188366568,2
-0.2424848161525453,5
0.1244418166734838,2
-0.2509823763987525,5
-0.1926197695723711,5
0.1034722346239626,2
-0.95857803277038,0
-0.9031442601182508,0
-0.5316453901316903,3
-0.5822552896254187,3
-0.3428892822005799,5
-0.0345334809282368,2
0.0266639770129656,2
-0.396500686007706,5
-0.9493074372298448,0
-0.8957100849381902,0
0.2414721697523741,2
-0.1859760583113028,5
-0.1496074615364538,5
0.1470493770218204,2
