"","cluster","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"77",75,-3.26733334670425,3.54608153247475,-0.863886562134119,-1.24272107866201,-0.708685168392794,-0.0313221945159951,-0.511386798287719,-0.0538021120343997
"78",76,1.45096777694048,0.44447778986179,-0.216090503887291,0.774817263956106,-0.454435735363583,0.12266951325705,0.111829101194386,0.0828827271049433
"79",77,-1.78633354426529,-0.337497983931736,-0.513399607587471,-0.604475870704596,0.056664476377626,-0.39527797270824,-0.191918972080852,0.731148983871708
"80",78,-3.86384431286869,1.09150452304689,0.545297197506075,-0.888721298540204,1.89933700410635,0.160405096332851,0.321540322057611,0.701910143619013
"81",79,-3.31491439121548,0.687515426967802,0.254212793724836,-0.510498795321087,0.834367555071252,-0.00171030735220088,-0.0368159623690592,0.349567338656493
"82",80,-1.37779311683514,3.09473084593949,-0.475832723881431,-0.828915687777946,-0.80486912033385,0.223510844226022,0.0101665279499543,-0.489244692421871
"83",81,-2.46557844930312,0.660618277807024,0.377735051721993,-0.219927781626848,1.18039892381464,-0.0632339995995089,-0.0210834908320274,0.321670557405174
"84",82,-2.1405996527697,0.911057138679735,0.471022079905921,-0.774060397870842,1.563394605349,0.213780667416983,0.261925986741019,0.428356833535575
"85",83,-3.61606398609104,4.2466016613435,-0.668780130229466,-1.35302075251956,-0.8596252435882,0.602752207651303,-0.6722033055714,-0.465380850197839
"86",84,-2.50988340851301,3.63264213385272,-0.657363329934234,-1.20891088579709,-0.686492341874034,0.564901875866827,-0.532125371537779,-0.483306974475231
"87",85,0.600473806305641,-0.0714002628374621,0.864778674276357,0.204964577716828,0.877211071482965,0.623679567421893,0.269513929847258,-0.331478445149219
"88",86,-1.50969465368514,1.80465797544208,-0.26036208359194,-0.152932026344875,-0.57936790415181,0.435850749034247,-0.172126511557978,0.31966544747046
"89",87,-1.92574885611312,1.93503677670031,-0.200499287481687,-0.744780467755742,-0.514958194792138,0.463841704108352,-0.249669172301879,0.179393881833214
"90",88,-1.65240761813644,2.86876879102056,-0.72936861720066,-0.949614036444268,-0.649974996945125,0.300833636482923,-0.351995342588037,-0.183610553308901
"91",89,-0.752423011094817,2.13566335639014,-0.711682159570446,-0.482100561322376,-0.697360236595389,0.199702246052742,-0.192138873145789,0.0705770109200332
"92",90,2.90442064505683,0.123325730240559,-0.0369177334081119,0.668565647483296,-1.05603993228255,0.296425400344004,0.538839310872351,-0.00150125453643025
"93",91,1.6384480558455,0.495824883650968,0.0609420320642543,0.311936993201596,0.194211399993621,-0.743494556033954,-0.0332077467472563,-0.0333474343856514
"94",92,1.69472154163087,0.280633357364271,0.135885446341222,0.217782494805095,-0.284199118442122,-0.823374255788213,0.37157289552573,0.169633001242829
"95",93,3.18062841091294,-0.172764850803389,-0.0718026391985768,0.164313864880659,-0.507651772314495,-0.380734008023992,0.429605590981913,0.137291093412664
"96",94,2.08265286814105,0.178840204268747,0.107902550716061,0.210463323033655,-0.242339654700558,-0.751854606083233,0.391540331604698,0.156388062345988
"97",95,2.64290481291072,0.00475124395319008,0.0212803199542776,0.193081852904421,-0.392643975047929,-0.56766160567002,0.411972992534827,0.148120337094549
"98",96,-0.454014145777893,-0.642142790774951,-0.287140683157213,0.0124714026720397,-0.234926922227671,-0.0938966713860034,-0.158441068483733,1.00773684554724
"99",97,1.66412239056803,0.96110934366381,0.238803685445244,-0.527398339215876,1.16312488967339,0.351627305252651,-0.201102986122671,-0.751596962739837
"100",98,2.15042778568979,0.453132390874009,0.244206982562658,-0.420119988435986,0.874323550073028,0.443510374886078,-0.24569317697687,-0.608792455414064
"101",99,-0.404029450474276,-0.99034148125886,-0.0857074615226553,-0.934340983673786,-0.165603750253944,-0.22750508435719,-0.378161737234523,0.0386890122486487
"102",100,-1.22068700547075,0.56358259264619,0.244412092265583,-0.288295062884888,1.00955613651759,-0.0441025038234444,-0.0238261981202191,0.128661102144859
"103",101,2.16707470321368,0.547791150292256,-0.0357736943563816,-0.646401115836989,0.543837309583434,0.364866548683786,-0.180904741565542,-0.600871286005328
"104",102,2.35966088901901,0.49871446663208,-0.014744686030565,-0.34818445642054,0.531770207280166,0.355910621065457,-0.0565344494687631,-0.477731990734155
"105",103,-0.918317863734424,0.7901280667229,0.326021302317268,-0.682733442781407,1.2830323652812,0.199005473806825,0.17974350945243,0.200464683040065
"106",104,-1.23583851456238,0.34602611019493,0.277300205955648,-0.688728911246049,0.683231979281423,-0.00495913021020669,-0.0822126284492521,-0.0740088848410838
"107",105,1.45382837312965,0.594833645833886,0.0309149785772916,-0.508401060853438,0.695250901934949,0.245373774206468,-0.126297688443786,-0.430411939769716
"108",106,0.682453841245172,0.535222141593853,0.143238474125515,-0.342683860442685,0.831886906014447,0.112568144712658,-0.00675922097531,-0.220994539966502
"109",107,-0.210058974999283,0.695059218409346,0.324447820389342,-0.612182163867781,0.698707702717979,0.319548562152947,-0.0515045254766748,-0.256796890497796
"110",108,1.76950300280641,0.108713044850202,0.522163112760219,-0.0197198157410213,0.706900267346883,0.521004498637097,0.211979947909478,-0.496050087811259
"111",109,0.110276424437083,-0.411045099426203,-0.38423186413331,-0.496320309186405,0.0630313250693528,-0.188678973277487,-0.21360483588507,0.428428185708786
"112",110,2.43365999746486,-0.3946412201165,-0.106722880548954,-0.13582257846205,0.158425158572107,0.155416945063606,0.0273062517725916,-0.524432971745064
"113",111,1.41984188238296,-1.07460156522345,-0.120393210745134,0.122513661317652,-0.132198025849799,-0.0106481784392358,-0.239240311517973,0.420020002894194
"114",112,0.502123873630319,-0.574589852486588,0.216729805565591,-0.0995872354669192,0.0123642820474787,0.109022907523406,-0.190709270915847,0.463039500358236
"115",113,0.713843542647149,-0.614452909864491,-0.292818846702844,0.169691962963303,-0.253357516007752,0.0325878129830057,-0.133628982136341,0.901680556395994
"116",114,0.603491666030467,1.58853097464904,-0.624258917432291,-0.382764136415912,-0.447551845096563,0.32041272154854,-0.0642644347899354,-0.0742853033285523
"117",115,1.16479018920962,1.00779111726633,-0.766121054017313,-0.344034104962101,-0.521378667017742,-0.000338452320191867,-0.0451166266551619,0.213990635900963
"118",116,3.31904177285617,-0.838501491565831,-0.215648967396151,0.126472471344112,-0.252153492940364,0.326968611837543,0.101848200925714,-0.0444821823473695
"119",117,2.64439172019397,0.0323703365789509,-0.271803016030646,0.592715796627409,-0.462528472436132,0.233167710856297,0.174721585370717,0.0697934176539025
"120",118,2.5528741216029,0.0746867134166048,-0.157975728471995,1.05764519642447,-0.184786150411973,-0.0381101535689884,-0.0656209879480698,-0.0510531013146766
"121",119,0.0510850034489923,0.16203689855431,-0.171137654199306,-0.414729008242745,0.585924725410266,-0.137154122617091,-0.0121343201974642,0.67755037305085
"122",120,3.27867353757176,0.281317767039398,-0.0879561156606606,-0.558730514169738,0.511035171684635,0.52025042301951,0.00863702761926585,-0.7914525123292
"123",121,0.686760895520768,0.0378569243342379,-0.181662479080918,-0.351155352367051,0.516247600794098,-0.0907472723286609,0.00467114706014033,0.562364798985608
"124",122,-0.0884295295352619,-0.00398843214129674,-0.686568858594006,-0.278681682836047,-0.00661833978057519,-0.526715837506348,-0.10254691201983,0.436367118673443
"125",123,2.29353597432655,0.132742428535507,-0.244310856134202,-0.135378891558686,0.551885651633901,-0.0947199870882237,-0.183591958790752,-0.170512404793709
"126",124,2.67088689529214,-0.478896660737413,-0.221138488779559,0.173772160680707,-0.113506742678453,0.0244111666647221,0.0937007926637712,-0.167943953011016
"127",125,1.77820143302642,-0.63632856756454,-0.360021341576223,0.086998829309473,-0.152918119980164,0.037728985316598,-0.131180310854411,0.602360623156682
