Algorithm,K,SOM_grid,PCA_dim,Silhouette,Davies_Bouldin,ARI,NMI
FlowSOM_library_consensus,6,15x15,30,0.44593557490527613,1.2529000697700123,-0.004633007615130106,0.13179751195478487
