"","cluster","V1","V2","V6","V8","V9","V10","V14","V16","V17","V18","V19","V20","V22","V24","V33","V34","V35","V36","V37","V40","V45","V48","V66","V88","V97","V99","V100","V104"
"1",0,0.842819169543853,0.0901728808749361,-0.85259447922244,-0.618663148093653,0.633059422273079,0.00202694607218825,-0.626555971229806,-0.513837333414089,0.0843040944101505,0.01819041417185,-0.0395768897102512,-0.103437786996201,-0.0981325819930154,0.097850677250175,0.23247304696286,0.0307491899019028,0.045206295854456,-0.102175634814605,-0.306312911862062,0.273433550705546,-0.316348229389414,0.316951241554894,0.0862846799315795,-0.0497699620975932,0.130116244997374,-0.0422043232713248,-0.138460018349203,0.0948166501201614
"2",1,0.439921267418326,0.0872024257939331,-0.455893948565059,-0.441378687773772,0.315290490426741,-0.00764629389463368,-0.324368289935526,-0.431636671926741,0.02308583979401,0.0569116730671246,-0.0459706011879645,-0.0656543773320412,-0.0571385416985477,-0.019200729570687,0.157927806980331,0.0780526770401854,0.0877946622276723,0.0526557842711094,0.0254544452916471,-0.0578614100850555,-0.0140733194678242,-0.010468754204849,0.0801747158331131,-0.205270622596843,0.0434136351922457,-0.0118109172777621,-0.024866151138614,-0.28611079984785
"3",2,-0.0212545538957877,-0.0729242089240966,0.0278435530661414,-0.00410440390565268,-0.0571963615295398,-0.0991163596454961,0.0697213906679773,0.00671332202618512,-0.295971708925909,-0.196163351644201,-0.24569109468037,-0.199555789217261,0.240381463181746,0.171378520891388,-0.245190520255449,-0.1924329667395,-0.240637347220034,-0.240802641600349,-0.152303255305457,0.0776596913488513,-0.15520391912808,0.0860358833007425,-0.0894284685408578,0.186467579594262,-0.309549512586741,-0.280558261999187,-0.220075477968336,0.10598060383851
"4",3,-0.0605957775698696,-0.0579462037293096,0.06232798130247,0.0312446629068846,-0.130132496857075,-0.0867363088574544,0.14378759474817,0.074353447633063,0.106135075160011,0.123279513951629,0.171878653691312,0.197130350684617,-0.108048030461725,-0.0313846308412384,-0.0357632846054506,-0.0130351106517234,-0.0336867338350257,-0.021364387028837,-0.0674022609731291,0.203863848454264,-0.0584837294651056,0.209547085422632,-0.101467234677734,-0.0278470486677431,-0.0152065352611295,-0.00310377753167479,0.0112294870286686,0.0755472899133422
"5",4,0.379687512880036,0.26349876240206,-0.384721139199693,-0.670827227947106,0.360816351220338,0.246397076230481,-0.351384457560361,-0.931066322797625,0.307999258400021,0.471137061248178,0.294198386328937,0.234857802143117,-0.372343635859083,-0.623388194313904,0.4106140101817,0.459812249169315,0.368637813906281,0.289589202406408,0.249169533563331,-0.48559500723735,0.205323934338765,-0.410413801067712,0.265154429569711,-1.12694983517979,0.318287277840744,0.306032732542086,0.189110360465989,-0.751507863082259
"6",5,0.24296468798407,0.826024731048092,-0.301761508410054,-0.0854028197762425,0.152469813929921,0.706879400550516,-0.206542936097986,-0.0504710400373552,0.153367095079132,0.164247579593176,0.178883721641698,0.280030369649131,-0.209111305662072,-0.129572663351907,0.318027975937595,0.252273078500535,0.38649246103172,0.526155503278993,0.476898597901476,-0.064937936974496,0.477923273530949,-0.0321611462583323,0.745116186245146,-0.185475368220598,0.345733438865871,0.445787222460189,0.531698873794546,-0.213532807882655
"7",6,-0.0450750979521012,-0.0592249351693368,0.0403753566007451,0.0223006465394907,-0.102764329059291,-0.0708760506524951,0.109051926646952,0.0592624727105054,0.306989118389122,0.523578096187987,0.407473068657613,0.474618993724375,-0.316736287112612,-0.211206721761539,0.207719303663084,0.37547034379197,0.19371980238574,0.175738828596321,0.129242547454702,0.0154319922616914,0.133339286929866,0.0208372881215403,-0.091470635808557,-0.2344644810449,0.169165430871701,0.184179839217125,0.145040082041652,-0.173981485411463
"8",7,0.184805280810271,0.153902282020264,-0.200540348159578,-0.137168064256321,0.214352716057248,0.167508769476786,-0.225192348066769,-0.210975035107433,0.147437901983691,0.0689546296372833,0.127995701597499,0.149815470456002,-0.15460093691998,-0.303439183422212,0.0538037853413749,0.0115577166454592,0.0333981377650747,0.0416866829721661,0.105980179281305,-0.192883435373124,0.143590870534467,-0.207496168550202,0.165479638033256,-0.270439891536512,0.140677597299481,0.158139177753843,0.190123065626382,-0.100488711856924
"9",8,0.0562250081222368,0.122273779834336,-0.0638805932154127,-0.0224421447519388,0.0127166213663287,0.141694855335952,-0.0179260586256669,-0.00322703032535894,-0.160786776001424,-0.0861770381031479,-0.112418472281579,-0.0772738452358475,0.110423379065271,0.0872829295427367,-0.0489297424674261,-0.0310929962449317,-0.0290653905632791,0.000296049676755127,0.0207244269828623,0.00712713114986463,0.00495808175713638,0.0297588037239075,0.0879005222621383,0.0858480411284047,-0.11048501216281,-0.0677507171102719,-0.0242302225221014,0.0361930308241027
