V1,V2,V6,V8,V9,V10,V14,V16,V17,V18,V19,V20,V22,V24,V33,V34,V35,V36,V37,V40,V45,V48,V66,V88,V97,V99,V100,V104,cluster
-0.0346775876254462,0.0107629483574551,0.0568761045697766,0.0227431296472049,-0.12317073631498,-0.0158899782628671,0.153105674015443,0.0755831270469774,-0.37455378134319,-0.230094904130068,-0.262124189275166,-0.193628892440636,0.306386614817847,0.321769746333498,-0.331649707482382,-0.231867595748378,-0.195249779410692,-0.132239640093914,-0.0740692265016885,0.32925799058656,-0.17371785123087,0.420398660420336,0.0064191071965417,0.238480891817794,-0.435364361001824,-0.29244004674169,-0.177967278529011,0.0334209556318434,1
-0.0942393622967197,-0.147282656303703,0.0900678848641812,0.0329386736138741,-0.173167942508783,-0.230388905961777,0.185322637892844,0.0861159226739201,-0.380251484946684,-0.23771215072538,-0.276077604051042,-0.231870448080261,0.312737299313231,0.298101526797776,-0.38282791812312,-0.297943472181872,-0.337201890109091,-0.348861626347208,-0.354806159080223,0.240759335890079,-0.345912400906348,0.399712385078016,-0.191113868075512,0.21304942258314,-0.489601107817684,-0.422166954458339,-0.336033085524654,0.10834530953869,1
0.218304501443135,0.580868161354562,-0.199176564617095,-0.113314611023435,0.0931801728313215,0.688493811865837,-0.0794895538331981,-0.0557057602779251,-0.0637337944146284,0.151227496692565,-0.0365399804941985,-0.0090061010779583,0.0235103697639513,0.0238026404640564,0.10743797786622,0.314061226797663,0.16870743447405,0.191502051346937,0.141607608241025,-0.0391607657907822,0.0420479377720825,0.0355032884538859,0.578364388335035,-0.0470260377462747,-0.0491636402581798,0.0269095389132997,0.0396903938387867,-0.270919267505132,2
-0.0802010137699552,-0.130506093420199,0.0725055846566461,0.0318523062123771,-0.15874864747613,-0.195037101465858,0.166233322217109,0.0802669889742157,-0.187858114369964,-0.0314505804444045,-0.133502971308258,-0.109286781417439,0.142589712102606,0.218132302173031,-0.214057975550101,-0.107963763868112,-0.218009940206286,-0.245060213091324,-0.278278063865604,0.326942868974522,-0.287946694413906,0.357715999688959,-0.171467228288883,0.123995572922003,-0.354392200713889,-0.332398761926609,-0.271502006423704,-0.0894016525439513,1
0.186940176603759,0.421349296920229,-0.161306023940837,-0.0805312900640302,0.0582889213520302,0.442866046152993,-0.0332753686300278,-0.0143169234299203,-0.158964615376079,0.0138053660249183,-0.142544647453044,-0.0957279176659474,0.121370810024105,0.194122065582704,-0.0193611608883455,0.143101315548869,-0.002152648372813,0.0504767578125231,0.0270212115553671,0.219269090158519,-0.0232548830700958,0.197390897934529,0.374870946296932,0.0513981362929783,-0.161150254002695,-0.119916278748615,-0.0634285144832133,-0.0798766819170753,1
-0.0641115020180416,-0.106969479594617,0.0599423521260912,0.0265072370578509,-0.142255323578541,-0.159528455848458,0.153435246779727,0.0756051450873264,-0.107644681886687,0.0622366892293281,-0.0489735427038057,-0.0219861911794892,0.0918256242325009,0.181145650820318,-0.124982217532951,-0.0027305506138225,-0.141992496667872,-0.167319692428409,-0.183716892657884,0.14995212171765,-0.299368621653276,0.0868098330453507,-0.147646266119316,0.0527424781337647,-0.270112442635546,-0.276773845330824,-0.235307532617955,-0.0438179756424302,1
0.0546956742106201,0.109802424591375,-0.0399925975608543,-0.009214175416449,-0.0526599434310292,0.0861980977540659,0.0739432745229045,0.0521575733376871,-0.305928829385031,-0.178342700030536,-0.227444739470061,-0.157383641847631,0.237568108427707,0.224620022239373,-0.200621577350467,-0.0817392447955918,-0.155175086703152,-0.0932398606990347,-0.0723339338138485,0.194172106943094,-0.150423727924486,0.413911405415507,0.0978652243790866,0.198403948953607,-0.319950405360913,-0.249662400812903,-0.154951979840412,0.0064380609772841,1
-0.075340365819442,-0.12114992394916,0.079049566564365,0.0326126732533088,-0.162102073581129,-0.198162874333957,0.178026361951665,0.0837219875979767,-0.264801357039408,-0.119679367767654,-0.255263289833295,-0.220894048264008,0.274690612634739,0.2548803251898,-0.240356824249543,-0.125082180054182,-0.305813990835204,-0.354640273229088,-0.359694259183354,0.196309113432728,-0.309916956690419,0.334564012461422,-0.172172954950694,0.165096723071554,-0.365190073907467,-0.388998341801799,-0.325807139476451,0.116261153766095,1
0.128503364515508,0.203605044857478,-0.110564323414107,-0.050100009220263,0.0041028985768671,0.199564320725358,0.014001560867286,0.0245572269512271,-0.244644554391259,-0.161309769033109,-0.158536905960899,-0.0911073253271938,0.169563492063492,0.188784954355937,-0.0992897459631407,-0.003954223842356,-0.0722322113996713,-0.0109727671289679,-0.0060135637128413,0.191423509370009,0.0140067029538483,0.239271905199324,0.222027560158107,0.147138795446761,-0.226294118318991,-0.179264130153776,-0.108091599570571,-0.279968119215614,1
-0.023894799945746,-0.0564783367631428,0.0277257264776839,0.0104024650783784,-0.13523377029592,-0.149675677016634,0.145154758875048,0.0732503764580038,0.151702074472204,0.200098926058312,0.0412158920351139,-0.0418640546949512,-0.0064042388684223,-0.0481461614268686,0.35353341960453,0.462475691858308,0.12065422679747,-0.0226200140803792,-0.111385634435671,-0.275520283178296,-0.144321098156491,-0.0216437259973596,-0.115323531635079,0.0307334962258061,0.152226768880409,-0.0442610245573618,-0.141088317400062,-0.38310584570251,1
